question_id,question_text,decomposition,program,operators,split
SPIDER_train_6738,Find the building that has the largest number of faculty members.,return buildings ;return faculty members of #1 ;return number of  #2 for each #1 ;return #1 where #3 is highest,"[""SELECT['buildings']"", ""PROJECT['faculty members of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","['select', 'project', 'group', 'superlative']",train
SPIDER_train_6739,Show all the buildings that have at least 10 professors.,return buildings ;return professors in #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  at least 10,"[""SELECT['buildings']"", ""PROJECT['professors in #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is at least 10']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_674,Give the full name and phone of the customer who has the account name 162.,"return customers ;return account names of  #1 ;return #1 where  #2 is  162 ;return full name  of  #3 ;return phone of  #3 ;return #4 ,   #5","[""SELECT['customers']"", ""PROJECT['account names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 162']"", ""PROJECT['full name of #REF', '#3']"", ""PROJECT['phone of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_6740,In which buildings are there at least ten professors?,return buildings ;return professors in #1 ;return number of  #2 for each  #1 ;return #1 where  #3 is at least ten,"[""SELECT['buildings']"", ""PROJECT['professors in #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is at least ten']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_6741,"For each faculty rank, show the number of faculty members who have it.",return faculty ranks ;return faculty members who  have  #1 ;return number of #2 for each #1,"[""SELECT['faculty ranks']"", ""PROJECT['faculty members who have #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6742,How many faculty members do we have for each faculty rank?,return faculty ranks ;return faculty members of  #1 ;return number of #2 for each #1,"[""SELECT['faculty ranks']"", ""PROJECT['faculty members of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6743,Show all the ranks and the number of male and female faculty for each rank.,"return ranks ;return faculty of #1 ;return #2 that are male ;return #2 that are female ;return number of  #3 for each #1 ;return number of  #4 for each #1 ;return #1 ,  #5 ,   #6","[""SELECT['ranks']"", ""PROJECT['faculty of #REF', '#1']"", ""FILTER['#2', 'that are male']"", ""FILTER['#2', 'that are female']"", ""GROUP['count', '#3', '#1']"", ""GROUP['count', '#4', '#1']"", ""UNION['#1', '#5', '#6']""]","['select', 'project', 'filter', 'filter', 'group', 'group', 'union']",train
SPIDER_train_6744,How many faculty members do we have for each rank and gender?,"return faculty members ;return ranks of  #1 ;return genders of  #1 ;return number of #1 for each #2 ;return number of #1 for each #3 ;return #4 ,   #5","[""SELECT['faculty members']"", ""PROJECT['ranks of #REF', '#1']"", ""PROJECT['genders of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""GROUP['count', '#1', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'project', 'group', 'group', 'union']",train
SPIDER_train_6745,Which rank has the smallest number of faculty members?,return ranks ;return faculty members of #1 ;return number of  #2 for each #1 ;return #1 where #3 is lowest,"[""SELECT['ranks']"", ""PROJECT['faculty members of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']""]","['select', 'project', 'group', 'superlative']",train
SPIDER_train_6746,Find the faculty rank that has the least members.,return members ;return faculty ranks of #1 ;return number of  #1 for each #2 ;return #2 where #3 is the  lowest,"[""SELECT['members']"", ""PROJECT['faculty ranks of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the lowest']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_6747,Show the number of male and female assistant professors.,"return assistant professors ;return #1 that  are  male ;return number of  #2 ;return #1 that  are  female ;return number of  #4 ;return #3 ,  #5","[""SELECT['assistant professors']"", ""FILTER['#1', 'that are male']"", ""AGGREGATE['count', '#2']"", ""FILTER['#1', 'that are female']"", ""AGGREGATE['count', '#4']"", ""UNION['#3', '#5']""]","['select', 'filter', 'aggregate', 'filter', 'aggregate', 'union']",train
SPIDER_train_6748,How many male and female assistant professors do we have?,"return assistant professors ;return #1 that  are  male ;return #1 that  are  female ;return number of  #2 ;return number of  #3 ;return #4 ,  #5","[""SELECT['assistant professors']"", ""FILTER['#1', 'that are male']"", ""FILTER['#1', 'that are female']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""UNION['#4', '#5']""]","['select', 'filter', 'filter', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_6749,What are the first name and last name of Linda Smith's advisor?,"return Linda Smith ;return advisor of #1 ;return first name of #2 ;return last name of #2 ;return #3 ,  #4","[""SELECT['Linda Smith']"", ""PROJECT['advisor of #REF', '#1']"", ""PROJECT['first name of #REF', '#2']"", ""PROJECT['last name of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_675,How many accounts does the customer with first name Art and last name Turcotte have?,return customers ;return first names of  #1 ;return #1 where  #2 is Art ;return last names of  #1 ;return #1 where  #4 is Turcotte ;return #1 of  both #3 and #5 ;return accounts of  #6 ;return number of  #7,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Art']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is Turcotte']"", ""INTERSECTION['#1', '#3', '#5']"", ""PROJECT['accounts of #REF', '#6']"", ""AGGREGATE['count', '#7']""]","['select', 'project', 'comparative', 'project', 'comparative', 'intersection', 'project', 'aggregate']",train
SPIDER_train_6750,Who is the advisor of Linda Smith? Give me the first name and last name.,"return Linda Smith ;return advisor of  #1 ;return first name  of  #2 ;return last name  of  #2 ;return #3 ,  #4","[""SELECT['Linda Smith']"", ""PROJECT['advisor of #REF', '#1']"", ""PROJECT['first name of #REF', '#2']"", ""PROJECT['last name of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6751,Show the ids of students whose advisors are professors.,return professors ;return #1 who are advisors ;return students ;return advisors of #3 ;return #3 where #4 is  any  #2 ;return the  ids of #5,"[""SELECT['professors']"", ""FILTER['#1', 'who are advisors']"", ""SELECT['students']"", ""PROJECT['advisors of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is any #2']"", ""PROJECT['the ids of #REF', '#5']""]","['select', 'filter', 'select', 'project', 'comparative', 'project']",train
SPIDER_train_6752,Which students have professors as their advisors? Find their student ids.,return students ;return #1 who  have  professor as advisor ;return ids of  #2,"[""SELECT['students']"", ""FILTER['#1', 'who have professor as advisor']"", ""PROJECT['ids of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6753,Show first name and last name for all the students advised by Michael Goodrich.,"return students ;return #1 advised by Michael Goodrich ;return first name  of  #2 ;return last name  of  #2 ;return #3 ,   #4","[""SELECT['students']"", ""FILTER['#1', 'advised by Michael Goodrich']"", ""PROJECT['first name of #REF', '#2']"", ""PROJECT['last name of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_6754,Which students are advised by Michael Goodrich? Give me their first and last names.,"return students ;return #1 advised by Michael Goodrich ;return first names of  #2 ;return last names of  #2 ;return #3 ,  #4","[""SELECT['students']"", ""FILTER['#1', 'advised by Michael Goodrich']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_6755,"Show the faculty id of each faculty member, along with the number of students he or she advises.","return faculty  members ;return faculty  ids of  #1 ;return students #1 advise ;return number of  #3 for each  #1 ;return #2 ,  #4","[""SELECT['faculty members']"", ""PROJECT['faculty ids of #REF', '#1']"", ""PROJECT['students #REF advise', '#1']"", ""GROUP['count', '#3', '#1']"", ""UNION['#2', '#4']""]","['select', 'project', 'project', 'group', 'union']",train
SPIDER_train_6756,What are the faculty id and the number of students each faculty has?,"return faculty  ;return faculty  ids of  #1 ;return students of  #1 ;return number of  #3 for each  #1 ;return #2 ,  #4","[""SELECT['faculty']"", ""PROJECT['faculty ids of #REF', '#1']"", ""PROJECT['students of #REF', '#1']"", ""GROUP['count', '#3', '#1']"", ""UNION['#2', '#4']""]","['select', 'project', 'project', 'group', 'union']",train
SPIDER_train_6757,Show all the faculty ranks and the number of students advised by each rank.,"return faculty ranks ;return students advised by #1 ;return number of  #2 for each #1 ;return #1 ,  #3","[""SELECT['faculty ranks']"", ""PROJECT['students advised by #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6758,How many students are advised by each rank of faculty? List the rank and the number of students.,return faculty ;return ranks of  #1 ;return students of  #2 ;return number of  #3 for each  #2,"[""SELECT['faculty']"", ""PROJECT['ranks of #REF', '#1']"", ""PROJECT['students of #REF', '#2']"", ""GROUP['count', '#3', '#2']"", ""UNION['#2', '#4']""]","['select', 'project', 'project', 'group', 'union']",train
SPIDER_train_6759,What are the first and last name of the faculty who has the most students?,"return faculties ;return #1 who  has  the  most students ;return first names of  #2 ;return last name of  #2 ;return #3 ,  #4","[""SELECT['faculties']"", ""FILTER['#1', 'who has the most students']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last name of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_676,Return the number of accounts that the customer with the first name Art and last name Turcotte has.,return customers ;return first names of #1 ;return last names of #1 ;return #1 where #2 is  Art ;return #1 where #3 is  Turcotte ;return #1 of both #4 and #5 ;return accounts of #6 ;return number of  #7,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Art']"", ""COMPARATIVE['#1', '#3', 'is Turcotte']"", ""INTERSECTION['#1', '#4', '#5']"", ""PROJECT['accounts of #REF', '#6']"", ""AGGREGATE['count', '#7']""]","['select', 'project', 'project', 'comparative', 'comparative', 'intersection', 'project', 'aggregate']",train
SPIDER_train_6760,Give me the the first and last name of the faculty who advises the most students.,"return faculty ;return students #1 advises ;return number of #2 for each #1 ;return #1 where  #3 is  highest ;return first name of  #4 ;return last name of  #4 ;return #5 ,   #6","[""SELECT['faculty']"", ""PROJECT['students #REF advises', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['first name of #REF', '#4']"", ""PROJECT['last name of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_6761,Show the ids for all the faculty members who have at least 2 students.,return faculty members ;return students of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  at least 2 ;return ids of  #4,"[""SELECT['faculty members']"", ""PROJECT['students of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is at least 2']"", ""PROJECT['ids of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_6762,Which faculty members advise two ore more students? Give me their faculty ids.,return faculty  members ;return students #1 advise ;return number of  #2 for each  #1 ;return #1 where #3 is  at least two ;return faculty  ids of  #4,"[""SELECT['faculty members']"", ""PROJECT['students #REF advise', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is at least two']"", ""PROJECT['faculty ids of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_6763,Show ids for the faculty members who don't advise any student.,return faculty members ;return students of #1 ;return number of  #2 for each  #1 ;return #1 where #3 is zero ;return ids of #4,"[""SELECT['faculty members']"", ""PROJECT['students of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is zero']"", ""PROJECT['ids of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_6764,What are the ids of the faculty members who do not advise any student.,return faculty members ;return #1 who  do not  advise any student ;return ids of  #2,"[""SELECT['faculty members']"", ""FILTER['#1', 'who do not advise any student']"", ""PROJECT['ids of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6765,What activities do we have?,return activities,"[""SELECT['activities']""]",['select'],train
SPIDER_train_6766,List all the activities we have.,return activities,"[""SELECT['activities']""]",['select'],train
SPIDER_train_6767,How many activities do we have?,return activities ;return number of #1,"[""SELECT['activities']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_6768,Find the number of activities available.,return activities ;return #1 that  are  available ;return number of #2,"[""SELECT['activities']"", ""FILTER['#1', 'that are available']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_6769,How many faculty members participate in an activity?,return faculty members ;return #1 who  participate in an activity ;return number of #2,"[""SELECT['faculty members']"", ""FILTER['#1', 'who participate in an activity']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
